10/04/2024 19:44:07 | IP: ::1 | Usuário: Admin: victor.ventura@uol.com.br. ID: 1 | Administrador logado! ID: 1
10/04/2024 20:37:59 | IP: ::1 | Usuário: Admin: victor.ventura@uol.com.br. ID: 1 | Mídia criada! ID: 3
13/04/2024 12:48:25 | IP: ::1 | Usuário: Admin: victor.ventura@uol.com.br. ID: 1 | Administrador logado! ID: 1
13/04/2024 12:51:45 | IP: ::1 | Usuário: Desconhecido | Revista criada! ID: 1
13/04/2024 12:59:16 | IP: ::1 | Usuário: Desconhecido | Revista editada! ID: 1
13/04/2024 13:02:18 | IP: ::1 | Usuário: Desconhecido | Revista marcada com excluída! ID: 1
13/04/2024 13:43:38 | IP: ::1 | Usuário: Desconhecido | *** ERRO *** Duplicate entry 'revista-teste' for key 'magazines.string_identifier'
13/04/2024 13:45:30 | IP: ::1 | Usuário: Desconhecido | *** ERRO *** Duplicate entry 'revista-teste' for key 'magazines.string_identifier'
13/04/2024 13:57:24 | IP: ::1 | Usuário: Desconhecido | *** ERRO *** Duplicate entry 'revista-teste' for key 'magazines.string_identifier'
13/04/2024 13:58:15 | IP: ::1 | Usuário: Desconhecido | *** ERRO *** Duplicate entry 'revista-teste' for key 'magazines.string_identifier'
13/04/2024 13:58:46 | IP: ::1 | Usuário: Desconhecido | Revista restaurada! ID: 1
13/04/2024 13:59:18 | IP: ::1 | Usuário: Desconhecido | Revista marcada com excluída! ID: 1
13/04/2024 13:59:26 | IP: ::1 | Usuário: Desconhecido | Revista restaurada! ID: 1
